scenario,params_qos,params_clients,params_message_size,duration,step_name,request_count,ok,failed,received,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min,data_transfer_mean,data_transfer_max,data_transfer_all,start_date_time,test_build_time,test_init_start_time,test_init_end_time,test_clean_start_time,test_clean_end_time
benchmark-qos1-aedes-host-16cl,1,16,256,00:00:30,publish,200125,200125,0,200125,6670.8,0.21,2.35,13.57,2.38,2.64,2.83,4.44,0.59,256,256,256,51232000,2024-03-13T01:02:50,2024-03-13T01:02:50,2024-03-13T01:02:50,2024-03-13T01:02:55,2024-03-13T01:03:30,2024-03-13T01:03:52
benchmark-qos1-emqx-host-16cl,1,16,256,00:00:30,publish,973765,973765,0,29890,32458.8,0.18,0.47,18.34,0.37,0.43,0.61,3.93,0.67,256,256,256,249283840,2024-03-13T01:03:52,2024-03-13T01:03:52,2024-03-13T01:03:52,2024-03-13T01:03:57,2024-03-13T01:04:32,2024-03-13T01:04:53
benchmark-qos1-mosquitto-host-16cl,1,16,256,00:00:30,publish,208985,208985,0,208985,6966.2,0.14,2.25,13.55,1.91,3.47,3.74,4.69,1.35,256,256,256,53500160,2024-03-13T01:04:53,2024-03-13T01:04:53,2024-03-13T01:04:53,2024-03-13T01:04:58,2024-03-13T01:05:33,2024-03-13T01:05:54
benchmark-qos1-activemq-host-32cl,1,32,256,00:00:30,publish,581400,581400,0,581400,19380,0.14,1.61,15.3,1.42,2.07,3.62,6.77,1.3,256,256,256,148838400,2024-03-13T01:05:55,2024-03-13T01:05:55,2024-03-13T01:05:55,2024-03-13T01:06:00,2024-03-13T01:06:35,2024-03-13T01:06:56
benchmark-qos1-aedes-host-32cl,1,32,256,00:00:30,publish,202875,202875,0,202875,6762.5,0.22,4.65,15.13,4.74,4.99,5.34,8.2,0.95,256,256,256,51936000,2024-03-13T01:06:56,2024-03-13T01:06:56,2024-03-13T01:06:56,2024-03-13T01:07:01,2024-03-13T01:07:36,2024-03-13T01:07:57
benchmark-qos1-emqx-host-32cl,1,32,256,00:00:30,publish,1257575,1257575,0,18818,41919.2,0.19,0.73,25.78,0.52,0.64,1.05,6.09,1.07,256,256,256,321939200,2024-03-13T01:07:57,2024-03-13T01:07:57,2024-03-13T01:07:57,2024-03-13T01:08:03,2024-03-13T01:08:38,2024-03-13T01:08:59
benchmark-qos1-mosquitto-host-32cl,1,32,256,00:00:30,publish,810198,810198,0,588869,27006.6,0.13,1.15,16.47,1.03,1.36,2.49,6.21,1.11,256,256,256,207410688,2024-03-13T01:08:59,2024-03-13T01:08:59,2024-03-13T01:08:59,2024-03-13T01:09:04,2024-03-13T01:09:39,2024-03-13T01:10:00
benchmark-qos1-activemq-host-64cl,1,64,256,00:00:30,publish,1416155,1416155,0,1416155,47205.2,0.16,1.31,31.17,0.89,1.22,6.24,10.78,2.03,256,256,256,362535680,2024-03-13T01:10:00,2024-03-13T01:10:00,2024-03-13T01:10:00,2024-03-13T01:10:05,2024-03-13T01:10:41,2024-03-13T01:11:02
benchmark-qos1-aedes-host-64cl,1,64,256,00:00:30,publish,224449,224449,0,224449,7481.6,0.21,8.43,36.06,9.41,10.28,13.22,16.66,3.68,256,256,256,57458944,2024-03-13T01:11:02,2024-03-13T01:11:02,2024-03-13T01:11:02,2024-03-13T01:11:07,2024-03-13T01:11:42,2024-03-13T01:12:03
benchmark-qos1-emqx-host-64cl,1,64,256,00:00:30,publish,1314074,1314074,0,10049,43802.5,0.22,1.42,26.96,1,1.27,5.79,9.62,1.71,256,256,256,336402944,2024-03-13T01:12:03,2024-03-13T01:12:03,2024-03-13T01:12:03,2024-03-13T01:12:08,2024-03-13T01:12:44,2024-03-13T01:13:05
benchmark-qos1-mosquitto-host-64cl,1,64,256,00:00:30,publish,1174586,1174586,0,381256,39152.9,0.14,1.59,24.14,1.38,1.62,6.02,9.68,1.72,256,256,256,300694016,2024-03-13T01:13:05,2024-03-13T01:13:05,2024-03-13T01:13:05,2024-03-13T01:13:10,2024-03-13T01:13:45,2024-03-13T01:14:06
benchmark-qos1-activemq-host-128cl,1,128,256,00:00:30,publish,1257242,1257242,0,1257242,41908.1,0.16,2.98,37.98,2.21,2.8,10.86,15.79,3.4,256,256,256,321853952,2024-03-13T01:14:06,2024-03-13T01:14:06,2024-03-13T01:14:06,2024-03-13T01:14:12,2024-03-13T01:14:47,2024-03-13T01:15:08
benchmark-qos1-aedes-host-128cl,1,128,256,00:00:30,publish,240894,240894,0,240894,8029.8,0.22,15.71,76.55,18.26,21.74,27.62,34.43,8.78,256,256,256,61668864,2024-03-13T01:15:08,2024-03-13T01:15:08,2024-03-13T01:15:08,2024-03-13T01:15:13,2024-03-13T01:15:48,2024-03-13T01:16:09
benchmark-qos1-emqx-host-128cl,1,128,256,00:00:30,publish,1319757,1319757,0,9290,43991.9,0.21,2.84,32.4,1.87,2.59,10.64,14.77,3.13,256,256,256,337857792,2024-03-13T01:16:09,2024-03-13T01:16:09,2024-03-13T01:16:09,2024-03-13T01:16:15,2024-03-13T01:16:50,2024-03-13T01:17:11
benchmark-qos1-mosquitto-host-128cl,1,128,256,00:00:30,publish,1408576,1408576,0,186788,46952.5,0.16,2.66,35.54,1.74,2.19,10.58,14.77,3.19,256,256,256,360595456,2024-03-13T01:17:11,2024-03-13T01:17:11,2024-03-13T01:17:11,2024-03-13T01:17:16,2024-03-13T01:17:51,2024-03-13T01:18:12
benchmark-qos1-activemq-host-256cl,1,256,256,00:00:30,publish,1137317,1137317,0,1137317,37910.6,0.17,6.64,82.81,4.32,9.25,21.2,26.51,7.13,256,256,256,291153152,2024-03-13T01:18:13,2024-03-13T01:18:13,2024-03-13T01:18:13,2024-03-13T01:18:18,2024-03-13T01:18:53,2024-03-13T01:19:14
benchmark-qos1-aedes-host-256cl,1,256,256,00:00:30,publish,236064,236064,0,236064,7868.8,0.23,32.11,122.56,34.53,47.07,58.05,68.8,17.94,256,256,256,60432384,2024-03-13T01:19:14,2024-03-13T01:19:14,2024-03-13T01:19:14,2024-03-13T01:19:20,2024-03-13T01:19:55,2024-03-13T01:20:16
benchmark-qos1-emqx-host-256cl,1,256,256,00:00:30,publish,1210128,1210128,0,7133,40337.6,0.21,6.23,80.62,3.36,6.29,19.33,23.84,6.4,256,256,256,309792768,2024-03-13T01:20:16,2024-03-13T01:20:16,2024-03-13T01:20:16,2024-03-13T01:20:21,2024-03-13T01:20:57,2024-03-13T01:21:18
benchmark-qos1-mosquitto-host-256cl,1,256,256,00:00:30,publish,1260314,1260314,0,103485,42010.5,0.24,5.97,50.12,2.82,5.6,19.36,23.81,6.42,256,256,256,322640384,2024-03-13T01:21:18,2024-03-13T01:21:18,2024-03-13T01:21:18,2024-03-13T01:21:23,2024-03-13T01:21:58,2024-03-13T01:22:20
benchmark-qos2-activemq-host-1cl,2,1,256,00:00:30,publish,57281,57281,0,57281,1909.4,0.3,0.5,8.3,0.51,0.55,0.6,0.68,0.1,256,256,256,14663936,2024-03-13T01:22:20,2024-03-13T01:22:20,2024-03-13T01:22:20,2024-03-13T01:22:25,2024-03-13T01:23:00,2024-03-13T01:23:21
benchmark-qos2-aedes-host-1cl,2,1,256,00:00:30,publish,38646,38646,0,38646,1288.2,0.55,0.75,3.96,0.74,0.77,0.84,0.98,0.09,256,256,256,9893376,2024-03-13T01:23:21,2024-03-13T01:23:21,2024-03-13T01:23:21,2024-03-13T01:23:26,2024-03-13T01:24:01,2024-03-13T01:24:22
benchmark-qos2-emqx-host-1cl,2,1,256,00:00:30,publish,53532,53532,0,53532,1784.4,0.36,0.54,5.82,0.52,0.56,0.67,1.02,0.14,256,256,256,13704192,2024-03-13T01:24:22,2024-03-13T01:24:22,2024-03-13T01:24:22,2024-03-13T01:24:27,2024-03-13T01:25:02,2024-03-13T01:25:23
benchmark-qos2-mosquitto-host-1cl,2,1,256,00:00:30,publish,67722,67722,0,67722,2257.4,0.28,0.42,5.36,0.42,0.45,0.5,0.57,0.08,256,256,256,17336832,2024-03-13T01:25:24,2024-03-13T01:25:24,2024-03-13T01:25:24,2024-03-13T01:25:29,2024-03-13T01:26:04,2024-03-13T01:26:25
benchmark-qos2-activemq-host-2cl,2,2,256,00:00:30,publish,86831,86831,0,86831,2894.4,0.29,0.67,10.97,0.48,1.09,1.34,1.44,0.38,256,256,256,22228736,2024-03-13T01:26:25,2024-03-13T01:26:25,2024-03-13T01:26:25,2024-03-13T01:26:30,2024-03-13T01:27:05,2024-03-13T01:27:26
benchmark-qos2-aedes-host-2cl,2,2,256,00:00:30,publish,48622,48622,0,48622,1620.7,0.5,1.21,11.18,1.04,1.68,1.84,2.04,0.5,256,256,256,12447232,2024-03-13T01:27:26,2024-03-13T01:27:26,2024-03-13T01:27:26,2024-03-13T01:27:31,2024-03-13T01:28:07,2024-03-13T01:28:28
benchmark-qos2-emqx-host-2cl,2,2,256,00:00:30,publish,95398,95398,0,95398,3179.9,0.38,0.61,6.98,0.59,0.64,0.75,1.24,0.16,256,256,256,24421888,2024-03-13T01:28:28,2024-03-13T01:28:28,2024-03-13T01:28:28,2024-03-13T01:28:33,2024-03-13T01:29:08,2024-03-13T01:29:29
benchmark-qos2-mosquitto-host-2cl,2,2,256,00:00:30,publish,75692,75692,0,75692,2523.1,0.28,0.77,10.9,0.55,1.13,1.25,1.35,0.38,256,256,256,19377152,2024-03-13T01:29:29,2024-03-13T01:29:29,2024-03-13T01:29:29,2024-03-13T01:29:34,2024-03-13T01:30:09,2024-03-13T01:30:31
benchmark-qos2-activemq-host-4cl,2,4,256,00:00:30,publish,176685,176685,0,176685,5889.5,0.3,0.66,10.11,0.49,0.83,1.36,1.67,0.37,256,256,256,45231360,2024-03-13T01:30:31,2024-03-13T01:30:31,2024-03-13T01:30:31,2024-03-13T01:30:36,2024-03-13T01:31:11,2024-03-13T01:31:32
benchmark-qos2-aedes-host-4cl,2,4,256,00:00:30,publish,53971,53971,0,53971,1799,0.56,2.18,11.25,2.32,2.98,3.44,3.76,0.96,256,256,256,13816576,2024-03-13T01:31:32,2024-03-13T01:31:32,2024-03-13T01:31:32,2024-03-13T01:31:37,2024-03-13T01:32:12,2024-03-13T01:32:33
benchmark-qos2-emqx-host-4cl,2,4,256,00:00:30,publish,168509,168509,0,168509,5617,0.38,0.69,6.31,0.65,0.73,0.9,1.85,0.25,256,256,256,43138304,2024-03-13T01:32:33,2024-03-13T01:32:33,2024-03-13T01:32:34,2024-03-13T01:32:39,2024-03-13T01:33:14,2024-03-13T01:33:35
benchmark-qos2-mosquitto-host-4cl,2,4,256,00:00:30,publish,77981,77981,0,77981,2599.4,0.28,1.51,11.1,1.68,2.04,2.37,2.55,0.71,256,256,256,19963136,2024-03-13T01:33:35,2024-03-13T01:33:35,2024-03-13T01:33:35,2024-03-13T01:33:40,2024-03-13T01:34:15,2024-03-13T01:34:36
benchmark-qos2-activemq-host-8cl,2,8,256,00:00:30,publish,391583,391583,0,391583,13052.8,0.31,0.59,10.8,0.5,0.56,1.13,2.32,0.36,256,256,256,100245248,2024-03-13T01:34:36,2024-03-13T01:34:36,2024-03-13T01:34:36,2024-03-13T01:34:41,2024-03-13T01:35:16,2024-03-13T01:35:38
benchmark-qos2-aedes-host-8cl,2,8,256,00:00:30,publish,59009,59009,0,59009,1967,0.55,4,11.27,4.15,5.22,5.9,6.28,1.55,256,256,256,15106304,2024-03-13T01:35:38,2024-03-13T01:35:38,2024-03-13T01:35:38,2024-03-13T01:35:43,2024-03-13T01:36:18,2024-03-13T01:36:39
benchmark-qos2-emqx-host-8cl,2,8,256,00:00:30,publish,308359,308359,0,58569,10278.6,0.34,0.75,23.88,0.61,0.71,1.08,3.82,0.81,256,256,256,78939904,2024-03-13T01:36:39,2024-03-13T01:36:39,2024-03-13T01:36:39,2024-03-13T01:36:44,2024-03-13T01:37:19,2024-03-13T01:37:40
benchmark-qos2-mosquitto-host-8cl,2,8,256,00:00:30,publish,104890,104890,0,104890,3496.3,0.28,2.24,11.55,2.22,3.38,4.36,4.76,1.36,256,256,256,26851840,2024-03-13T01:37:40,2024-03-13T01:37:40,2024-03-13T01:37:40,2024-03-13T01:37:45,2024-03-13T01:38:21,2024-03-13T01:38:42
benchmark-qos2-activemq-host-16cl,2,16,256,00:00:30,publish,657896,657896,0,657896,21929.9,0.31,0.7,24.13,0.54,0.67,1.3,4.06,0.63,256,256,256,168421376,2024-03-13T01:38:42,2024-03-13T01:38:42,2024-03-13T01:38:42,2024-03-13T01:38:47,2024-03-13T01:39:22,2024-03-13T01:39:43
benchmark-qos2-aedes-host-16cl,2,16,256,00:00:30,publish,91987,91987,0,91987,3066.2,0.58,5.13,15.35,5.46,6.5,8.05,9.31,1.97,256,256,256,23548672,2024-03-13T01:39:43,2024-03-13T01:39:43,2024-03-13T01:39:43,2024-03-13T01:39:48,2024-03-13T01:40:23,2024-03-13T01:40:44
benchmark-qos2-emqx-host-16cl,2,16,256,00:00:30,publish,556098,556098,0,23274,18536.6,0.38,0.83,24.99,0.69,0.77,1.17,4.39,0.77,256,256,256,142361088,2024-03-13T01:40:45,2024-03-13T01:40:45,2024-03-13T01:40:45,2024-03-13T01:40:50,2024-03-13T01:41:25,2024-03-13T01:41:46
benchmark-qos2-mosquitto-host-16cl,2,16,256,00:00:30,publish,314984,314984,0,314903,10499.5,0.27,1.49,10.67,1.4,1.87,3.57,6.56,1.17,256,256,256,80635904,2024-03-13T01:41:46,2024-03-13T01:41:46,2024-03-13T01:41:46,2024-03-13T01:41:51,2024-03-13T01:42:26,2024-03-13T01:42:47
benchmark-qos2-activemq-host-32cl,2,32,256,00:00:30,publish,795707,795707,0,795707,26523.6,0.29,1.17,62.12,0.6,0.86,4.6,10.08,1.99,256,256,256,203700992,2024-03-13T01:42:47,2024-03-13T01:42:47,2024-03-13T01:42:47,2024-03-13T01:42:52,2024-03-13T01:43:27,2024-03-13T01:43:48
benchmark-qos2-aedes-host-32cl,2,32,256,00:00:30,publish,118300,118300,0,118300,3943.3,0.56,7.99,23.93,7.04,9.95,13.42,15.14,2.82,256,256,256,30284800,2024-03-13T01:43:49,2024-03-13T01:43:49,2024-03-13T01:43:49,2024-03-13T01:43:54,2024-03-13T01:44:29,2024-03-13T01:44:50
benchmark-qos2-emqx-host-32cl,2,32,256,00:00:30,publish,724354,724354,0,11103,24145.1,0.39,1.29,27.28,1.03,1.18,3.17,6.86,1.2,256,256,256,185434624,2024-03-13T01:44:50,2024-03-13T01:44:50,2024-03-13T01:44:50,2024-03-13T01:44:55,2024-03-13T01:45:30,2024-03-13T01:45:51
benchmark-qos2-mosquitto-host-32cl,2,32,256,00:00:30,publish,527575,527575,0,327672,17585.8,0.29,1.78,17.21,1.79,2.24,3.57,6.82,1.28,256,256,256,135059200,2024-03-13T01:45:52,2024-03-13T01:45:52,2024-03-13T01:45:52,2024-03-13T01:45:57,2024-03-13T01:46:32,2024-03-13T01:46:53
benchmark-qos2-activemq-host-64cl,2,64,256,00:00:30,publish,789469,789469,0,789469,26315.6,0.29,2.37,155.39,0.78,1.73,10.46,20.94,4.45,256,256,256,202104064,2024-03-13T01:46:53,2024-03-13T01:46:53,2024-03-13T01:46:53,2024-03-13T01:46:58,2024-03-13T01:47:33,2024-03-13T01:47:54
benchmark-qos2-aedes-host-64cl,2,64,256,00:00:30,publish,117227,117227,0,117227,3907.6,0.6,16.15,37.73,16.42,16.94,20.75,23.41,2.53,256,256,256,30010112,2024-03-13T01:47:54,2024-03-13T01:47:54,2024-03-13T01:47:54,2024-03-13T01:47:59,2024-03-13T01:48:35,2024-03-13T01:48:56
benchmark-qos2-emqx-host-64cl,2,64,256,00:00:30,publish,744220,744220,0,9338,24807.3,0.39,2.52,34.47,2,2.44,6.91,10.34,1.98,256,256,256,190520320,2024-03-13T01:48:56,2024-03-13T01:48:56,2024-03-13T01:48:56,2024-03-13T01:49:01,2024-03-13T01:49:36,2024-03-13T01:49:57
benchmark-qos2-mosquitto-host-64cl,2,64,256,00:00:30,publish,742919,742919,0,174111,24764,0.32,2.53,23.02,2.38,2.81,7.34,10.35,2.01,256,256,256,190187264,2024-03-13T01:49:57,2024-03-13T01:49:57,2024-03-13T01:49:57,2024-03-13T01:50:02,2024-03-13T01:50:38,2024-03-13T01:50:59
benchmark-qos2-activemq-host-128cl,2,128,256,00:00:30,publish,773066,773066,0,773066,25768.9,0.3,4.85,638.93,1.19,4.96,20.03,36.77,9.86,256,256,256,197904896,2024-03-13T01:50:59,2024-03-13T01:50:59,2024-03-13T01:50:59,2024-03-13T01:51:04,2024-03-13T01:51:39,2024-03-13T01:52:00
benchmark-qos2-aedes-host-128cl,2,128,256,00:00:30,publish,120472,120472,0,120472,4015.7,0.55,31.43,62.5,31.81,32.9,35.23,40.58,3.77,256,256,256,30840832,2024-03-13T01:52:00,2024-03-13T01:52:00,2024-03-13T01:52:00,2024-03-13T01:52:05,2024-03-13T01:52:41,2024-03-13T01:53:02
benchmark-qos2-emqx-host-128cl,2,128,256,00:00:30,publish,741602,741602,0,9791,24720.1,0.46,5.08,39.64,3.9,5.2,12.49,16.04,3.37,256,256,256,189850112,2024-03-13T01:53:02,2024-03-13T01:53:02,2024-03-13T01:53:02,2024-03-13T01:53:07,2024-03-13T01:53:42,2024-03-13T01:54:03
benchmark-qos2-mosquitto-host-128cl,2,128,256,00:00:30,publish,850810,850810,0,80344,28360.3,0.37,4.42,31.06,3.14,4.92,12.64,15.79,3.75,256,256,256,217807360,2024-03-13T01:54:03,2024-03-13T01:54:03,2024-03-13T01:54:03,2024-03-13T01:54:09,2024-03-13T01:54:44,2024-03-13T01:55:05
benchmark-qos2-activemq-host-256cl,2,256,256,00:00:30,publish,702394,702394,0,702394,23413.1,0.31,10.76,1284.02,1.7,16.35,40.86,83.33,26.29,256,256,256,179812864,2024-03-13T01:55:05,2024-03-13T01:55:05,2024-03-13T01:55:05,2024-03-13T01:55:10,2024-03-13T01:55:45,2024-03-13T01:56:07
benchmark-qos2-aedes-host-256cl,2,256,256,00:00:30,publish,120017,120017,0,120017,4000.6,0.59,63.14,100.45,64.99,66.75,70.91,79.3,8.19,256,256,256,30724352,2024-03-13T01:56:07,2024-03-13T01:56:07,2024-03-13T01:56:07,2024-03-13T01:56:12,2024-03-13T01:56:47,2024-03-13T01:57:08
benchmark-qos2-emqx-host-256cl,2,256,256,00:00:30,publish,689878,689878,0,7351,22995.9,0.52,10.97,75.24,8.11,16.94,22.78,27.23,6.61,256,256,256,176608768,2024-03-13T01:57:08,2024-03-13T01:57:08,2024-03-13T01:57:08,2024-03-13T01:57:14,2024-03-13T01:57:49,2024-03-13T01:58:10
benchmark-qos2-mosquitto-host-256cl,2,256,256,00:00:30,publish,776896,776896,0,48026,25896.5,0.45,9.71,59.79,5.6,16.56,23.25,28.34,7.43,256,256,256,198885376,2024-03-13T01:58:10,2024-03-13T01:58:10,2024-03-13T01:58:10,2024-03-13T01:58:16,2024-03-13T01:58:51,2024-03-13T01:59:12
