"Time","dpc","interrupt","privileged","user"
2024-03-03 17:00:00,0,0,0.293,0.449
2024-03-03 17:00:15,0,0,0.156,0.723
2024-03-03 17:00:30,1.13,0.117,2.52,4.99
2024-03-03 17:00:45,4.40,0.334,8.18,14.8
2024-03-03 17:01:00,2.44,0.195,4.98,8.21
2024-03-03 17:01:15,0.430,0.0390,0.976,1.58
2024-03-03 17:01:30,1.54,0.233,2.55,5.19
2024-03-03 17:01:45,1.27,0.0976,2.42,3.85
2024-03-03 17:02:00,0,0.0390,0.390,0.702
2024-03-03 17:02:15,0,0.0196,0.353,0.490
2024-03-03 17:02:30,0,0,0.254,0.351
2024-03-03 17:02:45,0,0,0.644,0.605
2024-03-03 17:03:00,4.83,0.0781,8.38,3.56
2024-03-03 17:03:15,4.05,0.177,8.23,3.01
2024-03-03 17:03:30,0,0.0195,0.390,0.507
2024-03-03 17:03:45,0.956,0.0976,2.20,8.78
2024-03-03 17:04:00,0.859,0.176,2.09,10.1
2024-03-03 17:04:15,0,0.0195,0.391,0.391
2024-03-03 17:04:30,2.03,0.176,3.07,5.39
2024-03-03 17:04:45,1.85,0.0975,3.10,5.60
2024-03-03 17:05:00,0.0585,0,0.507,0.468
2024-03-03 17:05:15,0.0196,0.0391,1.04,1.53
2024-03-03 17:05:30,0,0,0.468,0.390
2024-03-03 17:05:45,0,0,0.508,0.645
2024-03-03 17:06:00,3.71,0.0195,7.29,3.50
2024-03-03 17:06:15,4.52,0.0782,7.72,3.91
2024-03-03 17:06:30,0.0195,0,0.273,0.352
2024-03-03 17:06:45,6.10,0.0587,9.88,19.4
2024-03-03 17:07:00,0.606,0.0196,3.15,10.2
2024-03-03 17:07:15,0,0,0.411,0.548
2024-03-03 17:07:30,2.29,0.195,3.40,4.92
2024-03-03 17:07:45,2.11,0.117,3.36,6.42
2024-03-03 17:08:00,0,0.0195,0.371,0.410
2024-03-03 17:08:15,0.0195,0,0.234,0.625
2024-03-03 17:08:30,0.0195,0,0.410,0.430
2024-03-03 17:08:45,0.0196,0,0.724,0.509
2024-03-03 17:09:00,3.82,0.0390,6.68,3.55
2024-03-03 17:09:15,4.38,0.0391,7.59,3.87
2024-03-03 17:09:30,0.526,0,1.40,0.799
2024-03-03 17:09:45,1.68,0.0586,5.39,9.08
2024-03-03 17:10:00,3.44,0.0604,6.56,14.9
2024-03-03 17:10:15,1.36,0.0390,2.86,5.77
2024-03-03 17:10:30,0.918,0.0195,1.52,2.21
2024-03-03 17:10:45,1.87,0.156,3.06,6.70
2024-03-03 17:11:00,1.21,0.117,2.38,6.48
2024-03-03 17:11:15,0.0195,0,0.410,0.371
2024-03-03 17:11:30,0.0196,0,0.392,0.804
2024-03-03 17:11:45,0,0,0.567,0.625
2024-03-03 17:12:00,0,0,0.293,0.469
2024-03-03 17:12:15,1.98,0,3.50,2.05
2024-03-03 17:12:30,1.63,0.0973,3.44,1.32
2024-03-03 17:12:45,0,0,0.606,0.723
2024-03-03 17:13:00,4.51,0.234,7.97,16.7
2024-03-03 17:13:15,4.73,0.176,8.17,17.3
2024-03-03 17:13:30,0,0,0.469,0.312
2024-03-03 17:13:45,2.07,0.0780,3.55,7.84
2024-03-03 17:14:00,1.93,0.193,3.12,7.80
2024-03-03 17:14:15,0.0195,0,0.469,0.722
2024-03-03 17:14:30,0.0196,0,0.392,0.353
2024-03-03 17:14:45,0,0.0195,0.624,0.585
2024-03-03 17:15:00,0,0.0390,0.605,0.410
2024-03-03 17:15:15,2.38,0,4.85,2.87
2024-03-03 17:15:30,2.39,0.0391,4.32,1.60
2024-03-03 17:15:45,0,0.0781,0.606,0.742
2024-03-03 17:16:00,4.55,0.137,7.97,18.8
2024-03-03 17:16:15,4.70,0.137,8.20,17.5
2024-03-03 17:16:30,0.0195,0.0195,0.488,0.410
2024-03-03 17:16:45,1.73,0.0973,3.21,8.18
2024-03-03 17:17:00,1.99,0.117,3.29,7.22
2024-03-03 17:17:15,0.547,0.0586,1.29,3.14
2024-03-03 17:17:30,0.0195,0,0.489,0.606
2024-03-03 17:17:45,0,0.0196,0.900,0.939
2024-03-03 17:18:00,0.0196,0.0196,0.608,1.39
2024-03-03 17:18:15,1.80,0.137,3.53,1.23
2024-03-03 17:18:30,2.58,0.0585,4.57,2.07
2024-03-03 17:18:45,0.975,0,2.14,1.11
2024-03-03 17:19:00,2.07,0.0780,3.84,7.47
2024-03-03 17:19:15,5.08,0.176,9.14,20.4
2024-03-03 17:19:30,0.332,0.176,1.33,9.80
2024-03-03 17:19:45,0.215,0,1.03,1.35
2024-03-03 17:20:00,1.99,0.0781,3.05,7.99
2024-03-03 17:20:15,1.88,0.0195,3.09,7.96
2024-03-03 17:20:30,0,0,0.391,0.313
2024-03-03 17:20:45,0,0.0196,0.821,0.372
2024-03-03 17:21:00,0,0,0.293,0.722
2024-03-03 17:21:15,0,0,0.372,0.430
2024-03-03 17:21:30,3.34,0.0590,6.11,2.22
2024-03-03 17:21:45,3.63,0.0390,6.48,2.52
2024-03-03 17:22:00,0,0.0391,0.470,0.333
2024-03-03 17:22:15,5.40,0.215,9.55,21.9
2024-03-03 17:22:30,5.22,0.253,9.32,20.1
2024-03-03 17:22:45,0,0.0391,0.450,0.626
2024-03-03 17:23:00,1.93,0.136,2.92,6.94
2024-03-03 17:23:15,2.09,0.0783,3.07,8.55
2024-03-03 17:23:30,0.0195,0,0.391,0.430
2024-03-03 17:23:45,0,0,0.684,0.567
2024-03-03 17:24:00,0,0,0.352,0.937
2024-03-03 17:24:15,0.0195,0,0.488,0.702
2024-03-03 17:24:30,4.12,0.117,6.99,3.14
2024-03-03 17:24:45,4.37,0.0390,7.42,2.56
2024-03-03 17:25:00,0,0,0.410,0.430
2024-03-03 17:25:15,6.17,0.195,11.5,25.9
2024-03-03 17:25:30,5.68,0.293,15.2,21.6
2024-03-03 17:25:45,0.312,0.0585,7.43,14.0
2024-03-03 17:26:00,0.215,0.0391,0.742,1.58
2024-03-03 17:26:15,1.81,0.117,2.88,8.36
2024-03-03 17:26:30,1.48,0.117,2.65,8.84
2024-03-03 17:26:45,0,0,0.821,0.880
2024-03-03 17:27:00,0,0.0195,0.352,0.840
2024-03-03 17:27:15,0,0.0195,0.430,0.430
2024-03-03 17:27:30,0,0,0.489,0.469
2024-03-03 17:27:45,4.66,0.0196,8.04,2.70
2024-03-03 17:28:00,5.21,0.0585,8.03,3.22
2024-03-03 17:28:15,0.0194,0,0.369,0.486
2024-03-03 17:28:30,0.820,0.0195,1.68,8.65
2024-03-03 17:28:45,0.744,0.176,1.96,9.65
2024-03-03 17:29:00,0.646,0.0391,1.76,9.18
2024-03-03 17:29:15,1.29,0.0390,2.36,4.39
2024-03-03 17:29:30,1.72,0.156,2.65,7.91
2024-03-03 17:29:45,1.88,0.0977,2.87,8.20
2024-03-03 17:30:00,0,0,0.585,0.566
2024-03-03 17:30:15,0,0,0.331,0.468
2024-03-03 17:30:30,0.0390,0.0195,0.526,0.546
2024-03-03 17:30:45,0.0195,0,0.293,0.449
2024-03-03 17:31:00,5.05,0.0195,8.44,2.77
2024-03-03 17:31:15,5,0.0391,8.22,2.73
2024-03-03 17:31:30,0.0196,0.0196,0.333,0.450
2024-03-03 17:31:45,3.23,0.235,4.56,9.55
2024-03-03 17:32:00,0.859,0.0780,2.13,9.70
2024-03-03 17:32:15,0.312,0.0975,1.91,9.68
2024-03-03 17:32:30,0.391,0.156,7.68,11.7
2024-03-03 17:32:45,1.37,0.215,2.44,8.13
2024-03-03 17:33:00,1.02,0.0587,2.21,9.00
2024-03-03 17:33:15,1.04,0.0978,2.27,7.72
2024-03-03 17:33:30,0,0,0.430,0.469
2024-03-03 17:33:45,0.0196,0,0.274,0.548
2024-03-03 17:34:00,0,0,0.448,0.428
2024-03-03 17:34:15,4.22,0.0195,6.83,2.63
2024-03-03 17:34:30,4.83,0.0783,7.94,3.27
2024-03-03 17:34:45,1.11,0,2.01,0.761
2024-03-03 17:35:00,0.918,0.0195,1.88,1.27
2024-03-03 17:35:15,2.50,0.176,4.84,4.57
2024-03-03 17:35:30,1.14,0.137,2.47,1.53
2024-03-03 17:35:45,0.117,0,0.546,0.937
2024-03-03 17:36:00,1.20,0.0784,2.63,5.51
2024-03-03 17:36:15,1.31,0.137,2.38,4.55
2024-03-03 17:36:30,0,0,0.332,0.410
2024-03-03 17:36:45,0,0.0390,0.507,0.409
2024-03-03 17:37:00,0.0604,0.0201,0.443,0.422
2024-03-03 17:37:15,0,0,0.273,0.449
2024-03-03 17:37:30,1.85,0.0976,3.55,2.11
2024-03-03 17:37:45,2.17,0.196,4.03,1.45
2024-03-03 17:38:00,0,0,0.313,0.430
2024-03-03 17:38:15,2.73,0.136,4.54,3.86
2024-03-03 17:38:30,3.27,0.156,5.16,3.60
2024-03-03 17:38:45,0,0,0.391,0.274
2024-03-03 17:39:00,1.46,0.215,2.98,5.21
2024-03-03 17:39:15,1.55,0.274,3.17,5.61
2024-03-03 17:39:30,0,0,0.313,0.430
2024-03-03 17:39:45,0,0,0.392,0.411
2024-03-03 17:40:00,0.0196,0.0196,0.450,1.02
2024-03-03 17:40:15,0,0.0195,0.292,0.487
2024-03-03 17:40:30,2.41,0.0804,4.48,1.51
2024-03-03 17:40:45,2.48,0.0586,4.42,1.70
2024-03-03 17:41:00,0,0,2.26,0.616
2024-03-03 17:41:15,3.22,0.254,5.33,3.48
2024-03-03 17:41:30,3.32,0.254,5.55,3.65
2024-03-03 17:41:45,0,0.0197,0.413,0.354
2024-03-03 17:42:00,1.91,0.0781,3.54,4.90
2024-03-03 17:42:15,2.03,0.254,3.47,4.90
2024-03-03 17:42:30,0,0,0.449,0.683
2024-03-03 17:42:45,0,0,0.391,0.410
2024-03-03 17:43:00,0,0.0195,0.506,0.409
2024-03-03 17:43:15,0,0.0195,0.430,0.430
2024-03-03 17:43:30,1.41,0.0586,2.85,1.23
2024-03-03 17:43:45,2.19,0.235,4.26,1.66
2024-03-03 17:44:00,1.39,0.0391,2.52,0.937
2024-03-03 17:44:15,1.18,0.0980,2.37,2.06
2024-03-03 17:44:30,3.21,0.255,5.62,4.13
2024-03-03 17:44:45,2.67,0.273,4.62,3.39
2024-03-03 17:45:00,0.0785,0.0393,0.452,1.00
2024-03-03 17:45:15,1.88,0.0978,5.44,5.77
2024-03-03 17:45:30,2.13,0.0979,3.31,5.11
2024-03-03 17:45:45,0.0196,0,0.391,0.450
2024-03-03 17:46:00,0,0,0.332,0.898
2024-03-03 17:46:15,0,0,0.488,0.351
2024-03-03 17:46:30,0.0390,0,0.448,0.506
2024-03-03 17:46:45,3.27,0.117,5.32,2.01
2024-03-03 17:47:00,3.28,0.234,5.40,1.89
2024-03-03 17:47:15,0,0,0.234,0.429
2024-03-03 17:47:30,4.19,0.351,7.00,5.09
2024-03-03 17:47:45,3.42,0.272,5.54,3.89
2024-03-03 17:48:00,0,0,0.410,0.449
2024-03-03 17:48:15,2.10,0.234,3.44,4.94
2024-03-03 17:48:30,1.76,0.0782,3.05,5.36
2024-03-03 17:48:45,0,0.0195,0.527,0.879
2024-03-03 17:49:00,0.0196,0.0196,0.352,0.430
2024-03-03 17:49:15,0,0,0.410,0.371
2024-03-03 17:49:30,0,0,0.391,0.352
2024-03-03 17:49:45,2.48,0.234,4.27,2.17
2024-03-03 17:50:00,2.88,0.216,5.23,2.37
2024-03-03 17:50:15,0,0,0.390,0.409
2024-03-03 17:50:30,3.64,0.370,6.15,4.46
2024-03-03 17:50:45,3.53,0.371,5.62,4.12
2024-03-03 17:51:00,0.0195,0,0.722,0.449
2024-03-03 17:51:15,1.72,0.0977,2.85,4.57
2024-03-03 17:51:30,2.54,0.196,3.79,4.73
2024-03-03 17:51:45,0.215,0,0.605,0.975
2024-03-03 17:52:00,0.0195,0,0.449,0.390
2024-03-03 17:52:15,0,0.0195,0.195,0.508
2024-03-03 17:52:30,0.0195,0.0195,0.273,0.527
2024-03-03 17:52:45,1.35,0.0784,2.76,0.999
2024-03-03 17:53:00,3.43,0.137,5.93,2.01
2024-03-03 17:53:15,2.13,0.137,3.81,1.66
2024-03-03 17:53:30,0.196,0.0391,1.08,1.29
2024-03-03 17:53:45,3.47,0.215,5.76,4.97
2024-03-03 17:54:00,3.93,0.295,6.60,4.83
2024-03-03 17:54:15,0,0,0.371,0.879
2024-03-03 17:54:30,2.16,0.196,3.49,4.82
2024-03-03 17:54:45,2.22,0.156,3.30,5.11
2024-03-03 17:55:00,0,0,0.331,0.370
2024-03-03 17:55:15,0,0,1.23,1.25
2024-03-03 17:55:30,0.0390,0,0.332,0.332
2024-03-03 17:55:45,0.0391,0,0.391,0.391
2024-03-03 17:56:00,3.04,0.176,5.37,2.15
2024-03-03 17:56:15,3.00,0.193,5.40,2.01
2024-03-03 17:56:30,0.0195,0,0.410,0.449
2024-03-03 17:56:45,3.96,0.586,8.01,9.14
2024-03-03 17:57:00,4.86,0.332,8.63,8.96
2024-03-03 17:57:15,0,0,0.527,0.507
2024-03-03 17:57:30,2.40,0.0977,3.61,5.37
2024-03-03 17:57:45,2.27,0.137,3.54,5.16
2024-03-03 17:58:00,0.0195,0.0195,0.566,0.839
2024-03-03 17:58:15,0,0,0.449,0.371
2024-03-03 17:58:30,0,0,0.313,0.332
2024-03-03 17:58:45,0,0,0.391,0.469
2024-03-03 17:59:00,4.03,0.176,6.73,2.70
2024-03-03 17:59:15,5.09,0.176,8.43,3.51
2024-03-03 17:59:30,0,0,0.273,0.429
2024-03-03 17:59:45,5.32,0.390,10.1,11.3
2024-03-03 18:00:00,3.11,0.866,17.9,19.8
2024-03-03 18:00:15,0.429,0.0976,1.35,2.22
2024-03-03 18:00:30,1.56,0.117,2.56,3.36
2024-03-03 18:00:45,2.35,0.117,3.68,4.78
2024-03-03 18:01:00,0.704,0.117,1.49,2.29
2024-03-03 18:01:15,0,0,0.429,0.273
2024-03-03 18:01:30,0,0.0389,0.448,0.409
2024-03-03 18:01:45,0,0.0196,0.352,0.430
2024-03-03 18:02:00,0.219,0.0199,0.817,0.697
2024-03-03 18:02:15,5.25,0.194,8.72,4.11
2024-03-03 18:02:30,4.57,0.0976,7.83,3.67
2024-03-03 18:02:45,0,0,0.254,0.489
2024-03-03 18:03:00,7.16,0.780,15.6,18.7
2024-03-03 18:03:15,6.97,0.761,15.4,19.9
2024-03-03 18:03:30,0,0,0.449,0.508
2024-03-03 18:03:45,2.40,0.176,3.95,4.79
2024-03-03 18:04:00,2.11,0.0976,3.24,4.98
2024-03-03 18:04:15,0,0,0.585,0.604
2024-03-03 18:04:30,0,0,0.469,0.410
2024-03-03 18:04:45,0.0391,0.0196,0.587,0.880
2024-03-03 18:05:00,0.0195,0,0.332,0.430
2024-03-03 18:05:15,5.88,0.117,10.3,4.41
2024-03-03 18:05:30,4.39,0.273,7.71,2.64
2024-03-03 18:05:45,0,0.0195,0.430,0.508
2024-03-03 18:06:00,7.98,0.919,18.3,29.1
2024-03-03 18:06:15,7.68,0.898,17.1,27.1
2024-03-03 18:06:30,0.0196,0.0196,0.607,0.411
2024-03-03 18:06:45,2.91,0.117,4.14,5.11
2024-03-03 18:07:00,2.31,0.332,3.73,4.83
2024-03-03 18:07:15,0.0195,0,0.507,0.449
2024-03-03 18:07:30,0,0,0.429,0.351
2024-03-03 18:07:45,0,0.0390,0.448,0.331
2024-03-03 18:08:00,0.0195,0,0.448,0.409
2024-03-03 18:08:15,4.48,0.116,7.53,3.13
2024-03-03 18:08:30,5.51,0.156,9.39,3.58
2024-03-03 18:08:45,1.01,0.0195,1.97,0.956
2024-03-03 18:09:00,1.19,0.0390,2.38,1.17
2024-03-03 18:09:15,2.68,0.176,4.46,1.98
2024-03-03 18:09:30,1.15,0.117,2.13,1.25
2024-03-03 18:09:45,0.176,0.0195,0.742,0.898
2024-03-03 18:10:00,1.21,0.176,2.73,4.45
2024-03-03 18:10:15,1.08,0.0977,2.11,3.23
2024-03-03 18:10:30,0,0,0.390,0.858
2024-03-03 18:10:45,0,0,0.333,0.431
2024-03-03 18:11:00,0.0195,0,0.351,0.410
2024-03-03 18:11:15,0,0,0.432,0.451
2024-03-03 18:11:30,2.65,0.0976,4.96,1.70
2024-03-03 18:11:45,2.31,0.117,4.40,1.62
2024-03-03 18:12:00,0.0391,0,0.606,0.313
2024-03-03 18:12:15,2.89,0.273,4.86,2.28
2024-03-03 18:12:30,3.09,0.333,5.32,3.01
2024-03-03 18:12:45,0,0.0195,0.234,0.430
2024-03-03 18:13:00,1.40,0.137,3.26,4.60
2024-03-03 18:13:15,1.29,0.117,2.98,4.70
2024-03-03 18:13:30,0,0.0196,0.314,0.373
2024-03-03 18:13:45,0,0,0.515,0.416
2024-03-03 18:14:00,0,0.0584,0.526,0.720
2024-03-03 18:14:15,0.0195,0.0389,0.428,0.350
2024-03-03 18:14:30,2.68,0.0977,4.75,1.84
2024-03-03 18:14:45,3.13,0.137,5.19,1.68
2024-03-03 18:15:00,0,0,0.352,0.371
2024-03-03 18:15:15,4.73,0.274,8.39,5.10
2024-03-03 18:15:30,4.65,0.332,8.40,5.21
2024-03-03 18:15:45,0.0195,0,0.390,0.351
2024-03-03 18:16:00,1.50,0.0972,2.78,5.44
2024-03-03 18:16:15,1.81,0.0973,3.50,5.32
2024-03-03 18:16:30,0.0195,0.0195,0.449,0.879
2024-03-03 18:16:45,0.0196,0,0.470,0.510
2024-03-03 18:17:00,0.0195,0,0.566,0.449
2024-03-03 18:17:15,0,0,0.448,0.312
2024-03-03 18:17:30,1.84,0.0977,3.44,1.31
2024-03-03 18:17:45,3.14,0.156,5.03,1.85
2024-03-03 18:18:00,1.11,0.0390,2.44,0.936
2024-03-03 18:18:15,1.19,0.176,3.77,2.78
2024-03-03 18:18:30,6.50,0.645,11.7,7.81
2024-03-03 18:18:45,4.24,0.174,7.51,5.63
2024-03-03 18:19:00,0.0197,0.0197,0.472,0.531
2024-03-03 18:19:15,2.03,0.175,3.31,5.30
2024-03-03 18:19:30,1.52,0.0586,3.07,4.86
2024-03-03 18:19:45,0,0,0.372,0.470
2024-03-03 18:20:00,0.0195,0,0.429,0.410
2024-03-03 18:20:15,0,0.0196,0.470,0.293
2024-03-03 18:20:30,0.0195,0.0391,0.313,0.508
2024-03-03 18:20:45,3.42,0.137,5.99,2.17
2024-03-03 18:21:00,2.58,0.234,4.96,2.15
2024-03-03 18:21:15,0,0.0195,0.312,0.390
2024-03-03 18:21:30,7.27,0.391,13.6,10.9
2024-03-03 18:21:45,6.61,0.428,12.2,13.9
2024-03-03 18:22:00,0,0,0.352,0.371
2024-03-03 18:22:15,1.93,0.156,3.53,5.63
2024-03-03 18:22:30,1.75,0.195,3.26,4.93
2024-03-03 18:22:45,0.0192,0,0.556,0.384
2024-03-03 18:23:00,0,0.0195,0.761,0.586
2024-03-03 18:23:15,0,0,0.312,0.838
2024-03-03 18:23:30,0.0195,0,0.410,0.449
2024-03-03 18:23:45,4.23,0.215,7.16,2.22
2024-03-03 18:24:00,3.22,0.253,5.89,2.22
2024-03-03 18:24:15,0,0,0.643,0.760
2024-03-03 18:24:30,8.26,0.704,16.8,14.6
2024-03-03 18:24:45,4.00,0.995,17.8,18.0
2024-03-03 18:25:00,0.0586,0.0391,0.606,0.606
2024-03-03 18:25:15,1.88,0.137,3.93,5.48
2024-03-03 18:25:30,1.89,0.0973,3.19,5.04
2024-03-03 18:25:45,0.215,0.0979,0.744,0.999
2024-03-03 18:26:00,0.0195,0,0.586,0.605
2024-03-03 18:26:15,0,0,0.373,0.452
2024-03-03 18:26:30,0,0.0196,0.412,0.373
2024-03-03 18:26:45,1.84,0.0391,3.28,1.17
2024-03-03 18:27:00,5.20,0.215,9.19,2.88
2024-03-03 18:27:15,2.91,0.117,5.57,2.05
2024-03-03 18:27:30,0.0782,0.0195,1.27,1.29
2024-03-03 18:27:45,8.61,0.723,19.2,16.5
2024-03-03 18:28:00,8.29,0.683,19.3,17.4
2024-03-03 18:28:15,0.0390,0,0.273,0.390
2024-03-03 18:28:30,1.92,0.235,3.28,4.79
2024-03-03 18:28:45,1.72,0.117,3.03,5.32
2024-03-03 18:29:00,0.0196,0.0392,0.646,1.06
2024-03-03 18:29:15,0,0,0.489,0.469
2024-03-03 18:29:30,0,0,0.410,0.429
2024-03-03 18:29:45,0,0,0.489,0.352
2024-03-03 18:30:00,4.90,0.176,9.31,3.34
2024-03-03 18:30:15,5.18,0.156,8.75,3.12
2024-03-03 18:30:30,0.0195,0,0.429,0.371
2024-03-03 18:30:45,7.94,0.761,16.5,14.7
2024-03-03 18:31:00,7.76,0.761,16.3,15.3
2024-03-03 18:31:15,0,0,0.332,0.332
2024-03-03 18:31:30,1.74,0.215,3.13,4.93
2024-03-03 18:31:45,2.02,0.118,3.27,5.05
2024-03-03 18:32:00,0,0,0.450,0.762
2024-03-03 18:32:15,0.0196,0,0.411,0.803
2024-03-03 18:32:30,0,0,0.410,0.742
2024-03-03 18:32:45,0,0.0195,0.506,0.389
2024-03-03 18:33:00,4.76,0.117,8.66,3.79
2024-03-03 18:33:15,5.36,0.117,9.50,3.00
2024-03-03 18:33:30,0,0,0.273,0.488
2024-03-03 18:33:45,7.19,0.450,15.9,14.2
2024-03-03 18:34:00,7.51,0.603,16.3,17.6
2024-03-03 18:34:15,1.89,0.176,3.96,3.79
2024-03-03 18:34:30,1.12,0.0783,2.06,3.21
2024-03-03 18:34:45,1.87,0.0195,2.89,5.45
2024-03-03 18:35:00,0.705,0.0196,1.64,2.45
2024-03-03 18:35:15,0.0391,0,1.13,1.45
2024-03-03 18:35:30,0,0,0.391,0.371
2024-03-03 18:35:45,0.0196,0,0.392,0.588
2024-03-03 18:36:00,0.235,0,1.04,0.745
2024-03-03 18:36:15,5.12,0.274,9.46,2.99
2024-03-03 18:36:30,5.29,0.195,9.30,3.13
2024-03-03 18:36:45,0,0,0.508,0.625
2024-03-03 18:37:00,6.99,0.623,14.7,15.9
2024-03-03 18:37:15,6.61,0.391,13.8,15.3
2024-03-03 18:37:30,0.0391,0,0.509,0.645
2024-03-03 18:37:45,1.62,0.117,2.87,5.20
2024-03-03 18:38:00,1.88,0.137,3.30,5.34
2024-03-03 18:38:15,0,0,0.234,0.487
2024-03-03 18:38:30,0,0,0.313,0.508
2024-03-03 18:38:45,0.0195,0,0.332,0.429
2024-03-03 18:39:00,0,0,0.704,0.489
2024-03-03 18:39:15,5.16,0.0782,8.88,3.62
2024-03-03 18:39:30,5.91,0.0587,9.62,3.36
2024-03-03 18:39:45,0,0,0.254,0.391
2024-03-03 18:40:00,7.95,0.430,16.5,18.6
2024-03-03 18:40:15,6.77,0.525,15.4,17.0
2024-03-03 18:40:30,0,0.0391,0.371,0.469
2024-03-03 18:40:45,1.66,0.235,3.40,4.97
2024-03-03 18:41:00,1.76,0.0976,3.22,5.86
2024-03-03 18:41:15,0.0391,0,0.391,0.449
2024-03-03 18:41:30,0.0195,0.0195,0.507,0.351
2024-03-03 18:41:45,0,0.0195,0.332,0.430
2024-03-03 18:42:00,0,0,0.684,0.566
2024-03-03 18:42:15,4.35,0.0781,7.23,2.85
2024-03-03 18:42:30,5.92,0.137,9.94,3.55
2024-03-03 18:42:45,1.29,0.0195,2.46,1.15
2024-03-03 18:43:00,0,0,0.817,0.506
2024-03-03 18:43:15,0,0.0193,0.463,0.424
2024-03-03 18:43:30,0.0195,0.0195,0.605,0.429
2024-03-03 18:43:45,0,0,0.391,0.528
2024-03-03 18:44:00,0,0,0.566,0.663